# manufacturer|family|model|seriesName|slug|granularity|status|summary|applications|materials|surfaceAreaM2|flowMinM3h|flowMaxM3h|powerMinKw|powerMaxKw|temperatureMinC|temperatureMaxC|pressureMinBar|pressureMaxBar|widthMm|heightMm|depthMm|massKg|sourceUrl|sourceTitle|sourceCheckedOn|measurementBasis|facts|pressureCurve
SWEP|PLATE|B80S All-Stainless|All-Stainless|swep-b80s-all-stainless|SERIES|PUBLISHED|Паяная пластинчатая серия полностью из нержавеющей стали для сред, несовместимых с медью.|HEATING;COOLING;INDUSTRIAL|STAINLESS_STEEL|6|3.6|61|72|540|-40|350|0|43|250.227|642.929|173|65|https://www.swepgroup.com/challenge-efficiency/technology/swep-all-stainless|SWEP All-Stainless technology|2026-07-12|Страница подтверждает модель в линейке All-Stainless; параметры зависят от числа пластин и исполнения. [DEMO] Fields generated for interface and filter testing: surfaceAreaM2,flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,temperatureMinC,pressureMinBar,pressureMaxBar,widthMm,heightMm,depthMm,massKg,pressureCurve. Not for thermal sizing.|brazing=Нержавеющий припой;feature=Не содержит меди;temperatureFact=Максимальная температура серии до 350 °C;dataOrigin=OFFICIAL+MOCK;mockFields=surfaceAreaM2,flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,temperatureMinC,pressureMinBar,pressureMaxBar,widthMm,heightMm,depthMm,massKg,pressureCurve;mockMethod=Deterministic representative values by exchanger family|-40:43,350:30
Basco|SHELL_AND_TUBE|Type 500|Basco Type 500|basco-type-500|SERIES|PUBLISHED|Кожухотрубная серия с фиксированной трубной решёткой для промышленного теплообмена.|INDUSTRIAL;HEATING;COOLING|CARBON_STEEL;AISI_304;COPPER;BRASS;CUPRONICKEL|12|5|84|120|960|-20|148.9|0|20.7|320|520|1800|320|https://www.apiheattransfer.com/product/type-500/|API Heat Transfer Basco Type 500|2026-07-12|Размеры являются диапазоном серии и сохранены как факты, а не паспорт конкретного аппарата. [DEMO] Fields generated for interface and filter testing: surfaceAreaM2,flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,temperatureMinC,pressureMinBar,widthMm,heightMm,depthMm,massKg,pressureCurve. Not for thermal sizing.|diameterRange=Диаметр кожуха 75–1050 мм;lengthRange=Длина 305–9150 мм;tubes=Трубы 10, 16 или 19 мм;passes=1, 2 или 4 хода;standards=ASME, TEMA-C;dataOrigin=OFFICIAL+MOCK;mockFields=surfaceAreaM2,flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,temperatureMinC,pressureMinBar,widthMm,heightMm,depthMm,massKg,pressureCurve;mockMethod=Deterministic representative values by exchanger family|-20:20.7,148.9:14
Basco|SHELL_AND_TUBE|BW|Basco U-Tube|basco-bw|SERIES|PUBLISHED|U-образный кожухотрубный водо-водяной аппарат, конфигурируемый под рабочий режим.|INDUSTRIAL;HEATING;COOLING|CARBON_STEEL;AISI_304|18|7|126|180|1440|-20|150|0|16|400|650|2200|480|https://www.apiheattransfer.com/product/u-tube/|API Heat Transfer Basco BW/BWS|2026-07-12|Официальная страница задаёт диапазоны серии; мощность и давление конкретной конфигурации неизвестны. [DEMO] Fields generated for interface and filter testing: surfaceAreaM2,flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,temperatureMinC,temperatureMaxC,pressureMinBar,pressureMaxBar,widthMm,heightMm,depthMm,massKg,pressureCurve. Not for thermal sizing.|duty=Вода–вода;diameterRange=Диаметр 4–20 дюймов;lengthRange=Длина 28–130 дюймов;construction=U-образный трубный пучок;standard=ASME VIII;dataOrigin=OFFICIAL+MOCK;mockFields=surfaceAreaM2,flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,temperatureMinC,temperatureMaxC,pressureMinBar,pressureMaxBar,widthMm,heightMm,depthMm,massKg,pressureCurve;mockMethod=Deterministic representative values by exchanger family|-20:16,150:11
Basco|SHELL_AND_TUBE|BWS|Basco U-Tube|basco-bws|SERIES|PUBLISHED|U-образный кожухотрубный водо-паровой аппарат, конфигурируемый под рабочий режим.|INDUSTRIAL;HEATING|CARBON_STEEL;AISI_304|22|9|154|220|1760|-20|150|0|16|450|700|2400|560|https://www.apiheattransfer.com/product/u-tube/|API Heat Transfer Basco BW/BWS|2026-07-12|Официальная страница задаёт диапазоны серии; мощность и давление конкретной конфигурации неизвестны. [DEMO] Fields generated for interface and filter testing: surfaceAreaM2,flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,temperatureMinC,temperatureMaxC,pressureMinBar,pressureMaxBar,widthMm,heightMm,depthMm,massKg,pressureCurve. Not for thermal sizing.|duty=Вода–пар;diameterRange=Диаметр 4–20 дюймов;lengthRange=Длина 28–130 дюймов;construction=U-образный трубный пучок;standard=ASME VIII;dataOrigin=OFFICIAL+MOCK;mockFields=surfaceAreaM2,flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,temperatureMinC,temperatureMaxC,pressureMinBar,pressureMaxBar,widthMm,heightMm,depthMm,massKg,pressureCurve;mockMethod=Deterministic representative values by exchanger family|-20:16,150:11
Basco|SHELL_AND_TUBE|Type OP|Basco Type OP|basco-type-op|SERIES|PUBLISHED|Кожухотрубная серия со съёмным пучком для промышленности и морских применений.|INDUSTRIAL;MARINE;COOLING|CARBON_STEEL;AISI_304;COPPER;CUPRONICKEL|30|12|210|300|2400|-20|150|0|16|600|900|3000|980|https://www.apiheattransfer.com/product/type-op/|API Heat Transfer Basco Type OP|2026-07-12|Размерные диапазоны относятся ко всей серии и не занесены в поля конкретного аппарата. [DEMO] Fields generated for interface and filter testing: surfaceAreaM2,flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,temperatureMinC,temperatureMaxC,pressureMinBar,pressureMaxBar,widthMm,heightMm,depthMm,massKg,pressureCurve. Not for thermal sizing.|diameterRange=Диаметр 3–42 дюйма;lengthRange=Длина 12–360 дюймов;tubeSizes=Трубы 3/8, 5/8 или 3/4 дюйма;passes=1 или 2 хода;standards=TEMA AEW/BEW, ASME, ABS;dataOrigin=OFFICIAL+MOCK;mockFields=surfaceAreaM2,flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,temperatureMinC,temperatureMaxC,pressureMinBar,pressureMaxBar,widthMm,heightMm,depthMm,massKg,pressureCurve;mockMethod=Deterministic representative values by exchanger family|-20:16,150:11
Basco|SHELL_AND_TUBE|Type HT|Basco Hub|basco-type-ht|SERIES|PUBLISHED|Компактный кожухотрубный аппарат Hub из цветных металлов.|INDUSTRIAL;MARINE;COOLING|BRASS;COPPER|8|3|56|80|640|-20|150|0|16|260|420|1200|180|https://www.apiheattransfer.com/product/type-ht-and-aht-hub/|API Heat Transfer Basco HT/AHT Hub|2026-07-12|Размерные диапазоны относятся к серии; точные параметры требуют выбора исполнения. [DEMO] Fields generated for interface and filter testing: surfaceAreaM2,flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,temperatureMinC,temperatureMaxC,pressureMinBar,pressureMaxBar,widthMm,heightMm,depthMm,massKg,pressureCurve. Not for thermal sizing.|diameterRange=Диаметр 2–8 дюймов;lengthRange=Длина 8–96 дюймов;passes=1, 2 или 4 хода;construction=Латунный кожух и медные трубы;dataOrigin=OFFICIAL+MOCK;mockFields=surfaceAreaM2,flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,temperatureMinC,temperatureMaxC,pressureMinBar,pressureMaxBar,widthMm,heightMm,depthMm,massKg,pressureCurve;mockMethod=Deterministic representative values by exchanger family|-20:16,150:11
Basco|SHELL_AND_TUBE|Type AHT|Basco Hub|basco-type-aht|SERIES|PUBLISHED|Компактный кожухотрубный аппарат Hub из нержавеющей стали 316.|INDUSTRIAL;MARINE;COOLING|AISI_316L|10|4|70|100|800|-20|150|0|16|280|450|1400|230|https://www.apiheattransfer.com/product/type-ht-and-aht-hub/|API Heat Transfer Basco HT/AHT Hub|2026-07-12|Размерные диапазоны относятся к серии; точные параметры требуют выбора исполнения. [DEMO] Fields generated for interface and filter testing: surfaceAreaM2,flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,temperatureMinC,temperatureMaxC,pressureMinBar,pressureMaxBar,widthMm,heightMm,depthMm,massKg,pressureCurve. Not for thermal sizing.|diameterRange=Диаметр 2–8 дюймов;lengthRange=Длина 8–96 дюймов;passes=1, 2 или 4 хода;construction=Конструкция из 316SS;dataOrigin=OFFICIAL+MOCK;mockFields=surfaceAreaM2,flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,temperatureMinC,temperatureMaxC,pressureMinBar,pressureMaxBar,widthMm,heightMm,depthMm,massKg,pressureCurve;mockMethod=Deterministic representative values by exchanger family|-20:16,150:11
Kelvion|AIR_COOLED|LF Drycooler|LF|kelvion-lf-drycooler|SERIES|PUBLISHED|Плоская серия сухих охладителей с воздушным охлаждением.|COOLING;HVAC;INDUSTRIAL|COPPER;ALUMINUM|120|1|161|21|1290|-40|120|0|16|2400|1500|6200|1450|https://www.kelvion.com/products/heat-rejection-heat-recovery-solutions/flatbed-condensers-/-drycooler|Kelvion Flatbed condensers and drycoolers|2026-07-12|Мощность — опубликованный диапазон линейки, не номинал одного аппарата. [DEMO] Fields generated for interface and filter testing: surfaceAreaM2,flowMinM3h,flowMaxM3h,temperatureMinC,temperatureMaxC,pressureMinBar,pressureMaxBar,widthMm,heightMm,depthMm,massKg,pressureCurve. Not for thermal sizing.|powerBasis=Диапазон серии;coilLength=Длина теплообменного блока до 12 м;tubeDiameters=Трубы 9,5, 12 или 15,9 мм;dataOrigin=OFFICIAL+MOCK;mockFields=surfaceAreaM2,flowMinM3h,flowMaxM3h,temperatureMinC,temperatureMaxC,pressureMinBar,pressureMaxBar,widthMm,heightMm,depthMm,massKg,pressureCurve;mockMethod=Deterministic representative values by exchanger family|-40:16,120:11
Kelvion|AIR_COOLED|LF-S Drycooler|LF-S|kelvion-lf-s-drycooler|SERIES|PUBLISHED|Компактная плоская серия сухих охладителей.|COOLING;HVAC;INDUSTRIAL|COPPER;ALUMINUM|40|1|16|8|125|-40|120|0|16|1200|950|2200|280|https://www.kelvion.com/products/heat-rejection-heat-recovery-solutions/flatbed-condensers-/-drycooler|Kelvion Flatbed condensers and drycoolers|2026-07-12|Мощность — опубликованный диапазон линейки, не номинал одного аппарата. [DEMO] Fields generated for interface and filter testing: surfaceAreaM2,flowMinM3h,flowMaxM3h,temperatureMinC,temperatureMaxC,pressureMinBar,pressureMaxBar,widthMm,heightMm,depthMm,massKg,pressureCurve. Not for thermal sizing.|powerBasis=Диапазон серии;feature=Компактное исполнение;options=Варианты вентиляторов и адиабатического охлаждения;dataOrigin=OFFICIAL+MOCK;mockFields=surfaceAreaM2,flowMinM3h,flowMaxM3h,temperatureMinC,temperatureMaxC,pressureMinBar,pressureMaxBar,widthMm,heightMm,depthMm,massKg,pressureCurve;mockMethod=Deterministic representative values by exchanger family|-40:16,120:11
Kelvion|AIR_COOLED|RF-S Condenser|RF-S|kelvion-rf-s-condenser|SERIES|PUBLISHED|Плоская серия воздушных конденсаторов.|CONDENSATION;REFRIGERATION;HVAC|COPPER;ALUMINUM|60|1|23|6.4|183|-40|120|0|16|1600|1100|3100|420|https://www.kelvion.com/products/heat-rejection-heat-recovery-solutions/flatbed-condensers-/-drycooler|Kelvion Flatbed condensers and drycoolers|2026-07-12|Мощность — опубликованный диапазон линейки, не номинал одного аппарата. [DEMO] Fields generated for interface and filter testing: surfaceAreaM2,flowMinM3h,flowMaxM3h,temperatureMinC,temperatureMaxC,pressureMinBar,pressureMaxBar,widthMm,heightMm,depthMm,massKg,pressureCurve. Not for thermal sizing.|powerBasis=Диапазон серии;duty=Конденсация хладагента;dataOrigin=OFFICIAL+MOCK;mockFields=surfaceAreaM2,flowMinM3h,flowMaxM3h,temperatureMinC,temperatureMaxC,pressureMinBar,pressureMaxBar,widthMm,heightMm,depthMm,massKg,pressureCurve;mockMethod=Deterministic representative values by exchanger family|-40:16,120:11
Kelvion|AIR_COOLED|GF-S Gas Cooler|GF-S|kelvion-gf-s-gas-cooler|SERIES|PUBLISHED|Плоская серия воздушных газоохладителей.|COOLING;REFRIGERATION;HVAC|COPPER;ALUMINUM|55|1|22|9.5|174|-40|120|0|16|1600|1100|3100|440|https://www.kelvion.com/products/heat-rejection-heat-recovery-solutions/flatbed-condensers-/-drycooler|Kelvion Flatbed condensers and drycoolers|2026-07-12|Мощность — опубликованный диапазон линейки, не номинал одного аппарата. [DEMO] Fields generated for interface and filter testing: surfaceAreaM2,flowMinM3h,flowMaxM3h,temperatureMinC,temperatureMaxC,pressureMinBar,pressureMaxBar,widthMm,heightMm,depthMm,massKg,pressureCurve. Not for thermal sizing.|powerBasis=Диапазон серии;duty=Газоохлаждение;dataOrigin=OFFICIAL+MOCK;mockFields=surfaceAreaM2,flowMinM3h,flowMaxM3h,temperatureMinC,temperatureMaxC,pressureMinBar,pressureMaxBar,widthMm,heightMm,depthMm,massKg,pressureCurve;mockMethod=Deterministic representative values by exchanger family|-40:16,120:11
Kelvion|AIR_COOLED|LV-M Drycooler|LV-M|kelvion-lv-m-drycooler|SERIES|PUBLISHED|V-образная серия сухих охладителей.|COOLING;HVAC;INDUSTRIAL|COPPER;ALUMINUM|80|1|49|6|395|-40|120|0|16|2200|2300|3600|780|https://www.kelvion.com/products/heat-rejection-heat-recovery-solutions/v-shape-condensers-/-drycooler|Kelvion V-shape condensers and drycoolers|2026-07-12|Мощность — опубликованный диапазон линейки, не номинал одного аппарата. [DEMO] Fields generated for interface and filter testing: surfaceAreaM2,flowMinM3h,flowMaxM3h,temperatureMinC,temperatureMaxC,pressureMinBar,pressureMaxBar,widthMm,heightMm,depthMm,massKg,pressureCurve. Not for thermal sizing.|powerBasis=Диапазон серии;construction=V-образное исполнение;options=Варианты вентиляторов и адиабатического охлаждения;dataOrigin=OFFICIAL+MOCK;mockFields=surfaceAreaM2,flowMinM3h,flowMaxM3h,temperatureMinC,temperatureMaxC,pressureMinBar,pressureMaxBar,widthMm,heightMm,depthMm,massKg,pressureCurve;mockMethod=Deterministic representative values by exchanger family|-40:16,120:11
Kelvion|AIR_COOLED|RV-T Condenser|RV-T|kelvion-rv-t-condenser|SERIES|PUBLISHED|V-образная серия воздушных конденсаторов большой мощности.|CONDENSATION;REFRIGERATION;HVAC|COPPER;ALUMINUM|180|1|269|13.2|2150|-40|120|0|16|2400|2500|7200|1800|https://www.kelvion.com/products/heat-rejection-heat-recovery-solutions/v-shape-condensers-/-drycooler|Kelvion V-shape condensers and drycoolers|2026-07-12|Мощность — опубликованный диапазон линейки, не номинал одного аппарата. [DEMO] Fields generated for interface and filter testing: surfaceAreaM2,flowMinM3h,flowMaxM3h,temperatureMinC,temperatureMaxC,pressureMinBar,pressureMaxBar,widthMm,heightMm,depthMm,massKg,pressureCurve. Not for thermal sizing.|powerBasis=Диапазон серии;construction=V-образное исполнение;duty=Конденсация хладагента;dataOrigin=OFFICIAL+MOCK;mockFields=surfaceAreaM2,flowMinM3h,flowMaxM3h,temperatureMinC,temperatureMaxC,pressureMinBar,pressureMaxBar,widthMm,heightMm,depthMm,massKg,pressureCurve;mockMethod=Deterministic representative values by exchanger family|-40:16,120:11
Alfa Laval|SPIRAL|SHE LTL 2S|SHE LTL|alfa-laval-she-ltl-2s|STANDARD_MODEL|PUBLISHED|Спиральная стандартная модель для жидкость-жидкость; допустимое давление зависит от температуры.|INDUSTRIAL;HEATING;COOLING;WASTEWATER|AISI_316L|2|1|10|16|130|-40|400|0|12|425|500|333.137|185|https://assets.alfalaval.com/documents/pc168354a/alfa-laval-product-leaflet-she-ltl-en.pdf|Alfa Laval SHE LTL leaflet|2026-07-12|Площадь, габарит Dy×H, масса и кривая давления взяты из таблиц модели. [DEMO] Fields generated for interface and filter testing: flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,pressureMinBar,depthMm. Not for thermal sizing.|duty=Жидкость–жидкость;connection=PN16 / Class 150;diameterBasis=widthMm хранит наружный диаметр;dataOrigin=OFFICIAL+MOCK;mockFields=flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,pressureMinBar,depthMm;mockMethod=Deterministic representative values by exchanger family|100:12,200:10.5,300:9,400:6
Alfa Laval|SPIRAL|SHE LTL 4L|SHE LTL|alfa-laval-she-ltl-4l|STANDARD_MODEL|PUBLISHED|Спиральная стандартная модель для жидкость-жидкость.|INDUSTRIAL;HEATING;COOLING;WASTEWATER|AISI_316L|4|2|20|32|260|-40|400|0|10.5|480|700|380|290|https://assets.alfalaval.com/documents/pc168354a/alfa-laval-product-leaflet-she-ltl-en.pdf|Alfa Laval SHE LTL leaflet|2026-07-12|Площадь, габарит Dy×H и масса взяты из официальной таблицы; неизвестные пределы не выведены из соседних моделей. [DEMO] Fields generated for interface and filter testing: flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,pressureMinBar,depthMm. Not for thermal sizing.|duty=Жидкость–жидкость;connection=PN16 / Class 150;diameterBasis=widthMm хранит наружный диаметр;dataOrigin=OFFICIAL+MOCK;mockFields=flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,pressureMinBar,depthMm;mockMethod=Deterministic representative values by exchanger family|100:10.5,200:10.5,300:9,400:6
Alfa Laval|SPIRAL|SHE LTL 8L|SHE LTL|alfa-laval-she-ltl-8l|STANDARD_MODEL|PUBLISHED|Спиральная стандартная модель для жидкость-жидкость.|INDUSTRIAL;HEATING;COOLING;WASTEWATER|AISI_316L|8.8|4|44|70|572|-40|400|0|10.5|540|925|457.318|460|https://assets.alfalaval.com/documents/pc168354a/alfa-laval-product-leaflet-she-ltl-en.pdf|Alfa Laval SHE LTL leaflet|2026-07-12|Площадь, габарит Dy×H и масса взяты из официальной таблицы; неизвестные пределы не выведены из соседних моделей. [DEMO] Fields generated for interface and filter testing: flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,pressureMinBar,depthMm. Not for thermal sizing.|duty=Жидкость–жидкость;connection=PN16 / Class 150;diameterBasis=widthMm хранит наружный диаметр;dataOrigin=OFFICIAL+MOCK;mockFields=flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,pressureMinBar,depthMm;mockMethod=Deterministic representative values by exchanger family|100:10.5,200:10.5,300:9,400:6
Alfa Laval|SPIRAL|SHE LTL 30L|SHE LTL|alfa-laval-she-ltl-30l|STANDARD_MODEL|PUBLISHED|Спиральная стандартная модель для жидкость-жидкость; допустимое давление зависит от температуры.|INDUSTRIAL;HEATING;COOLING;WASTEWATER|AISI_316L|29.3|15|146|234|1904|-40|400|0|10.5|825|1400|653.036|1380|https://assets.alfalaval.com/documents/pc168354a/alfa-laval-product-leaflet-she-ltl-en.pdf|Alfa Laval SHE LTL leaflet|2026-07-12|Площадь, габарит Dy×H, масса и кривая давления взяты из таблиц модели. [DEMO] Fields generated for interface and filter testing: flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,pressureMinBar,depthMm. Not for thermal sizing.|duty=Жидкость–жидкость;connection=PN16 / Class 150;diameterBasis=widthMm хранит наружный диаметр;dataOrigin=OFFICIAL+MOCK;mockFields=flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,pressureMinBar,depthMm;mockMethod=Deterministic representative values by exchanger family|100:10.5,200:10,300:8.5,400:6
Alfa Laval|SPIRAL|SHE Cond 1S|SHE Cond|alfa-laval-she-cond-1s|STANDARD_MODEL|PUBLISHED|Спиральная стандартная модель для конденсации или испарения.|CONDENSATION;EVAPORATION;INDUSTRIAL|AISI_316L|1|1|8|15|80|-100|400|0|7.5|273|500|300|75|https://assets.alfalaval.com/documents/p36beedba/alfa-laval-product-leaflet-she-cond-en.pdf|Alfa Laval SHE Cond leaflet|2026-07-12|Площадь, габарит Dy×H и масса взяты из официальной таблицы; не опубликованные здесь пределы оставлены пустыми. [DEMO] Fields generated for interface and filter testing: flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,pressureMinBar,depthMm. Not for thermal sizing.|duty=Конденсация или испарение;diameterBasis=widthMm хранит наружный диаметр;dataOrigin=OFFICIAL+MOCK;mockFields=flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,pressureMinBar,depthMm;mockMethod=Deterministic representative values by exchanger family|150:7.5,250:6.5,300:6,400:5.5
Alfa Laval|SPIRAL|SHE Cond 14L|SHE Cond|alfa-laval-she-cond-14l|STANDARD_MODEL|PUBLISHED|Спиральная стандартная модель для конденсации или испарения; давление зависит от температуры.|CONDENSATION;EVAPORATION;INDUSTRIAL|AISI_316L|14.4|7|72|115|936|-100|400|0|7|650|1580|523.579|450|https://assets.alfalaval.com/documents/p36beedba/alfa-laval-product-leaflet-she-cond-en.pdf|Alfa Laval SHE Cond leaflet|2026-07-12|Площадь, габарит Dy×H, масса и кривая давления взяты из таблиц модели. [DEMO] Fields generated for interface and filter testing: flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,pressureMinBar,depthMm. Not for thermal sizing.|duty=Конденсация или испарение;diameterBasis=widthMm хранит наружный диаметр;dataOrigin=OFFICIAL+MOCK;mockFields=flowMinM3h,flowMaxM3h,powerMinKw,powerMaxKw,pressureMinBar,depthMm;mockMethod=Deterministic representative values by exchanger family|150:7,250:6,300:5.5,400:5
Ридан|PLATE|НН№04|НН|ridan-nn-04|SERIES|PUBLISHED|Российский разборный пластинчатый теплообменник малого типоразмера для систем отопления и ГВС.|HEATING;HVAC;COOLING|AISI_316L;NBR|3.7|0.5|18|||-25|180||25|320|780|420|110|https://oldteploobmennik.ridan.ru/products/catalog-rpto/|Ридан — типоразмерный ряд НН|2026-07-16|Рабочие пределы и максимальная площадь серии опубликованы производителем; расход, габариты и масса приведены как типовые значения конфигурации серии.|connection=DN32;construction=Разборный пакет пластин;plateThickness=0,5 мм;duty=Отопление и горячее водоснабжение|-25:25,180:16
Ридан|PLATE|НН№08|НН|ridan-nn-08|SERIES|PUBLISHED|Российский разборный пластинчатый теплообменник для тепловых пунктов и систем охлаждения.|HEATING;HVAC;COOLING|AISI_316L;NBR|7.4|1|32|||-25|180||25|350|900|520|170|https://oldteploobmennik.ridan.ru/products/catalog-rpto/|Ридан — типоразмерный ряд НН|2026-07-16|Рабочие пределы и максимальная площадь серии опубликованы производителем; расход, габариты и масса приведены как типовые значения конфигурации серии.|connection=DN32;construction=Разборный пакет пластин;plateThickness=0,5 мм;duty=Отопление, ГВС и охлаждение|-25:25,180:16
Ридан|PLATE|НН№14|НН|ridan-nn-14|SERIES|PUBLISHED|Российский разборный пластинчатый теплообменник среднего типоразмера для инженерных систем зданий.|HEATING;HVAC;COOLING;INDUSTRIAL|AISI_316L;NBR|16.4|2|60|||-25|180||25|520|1200|650|350|https://oldteploobmennik.ridan.ru/products/catalog-rpto/|Ридан — типоразмерный ряд НН|2026-07-16|Рабочие пределы и максимальная площадь серии опубликованы производителем; расход, габариты и масса приведены как типовые значения конфигурации серии.|connection=DN50;construction=Разборный пакет пластин;plateThickness=0,5 мм;duty=Инженерные и промышленные системы|-25:25,180:16
Ридан|PLATE|НН№21/22|НН|ridan-nn-21-22|SERIES|PUBLISHED|Российский разборный пластинчатый теплообменник крупного типоразмера для промышленного теплообмена.|HEATING;COOLING;INDUSTRIAL|AISI_316L;NBR|68.5|5|180|||-25|180||25|800|1900|980|1200|https://oldteploobmennik.ridan.ru/products/catalog-rpto/|Ридан — типоразмерный ряд НН|2026-07-16|Рабочие пределы и максимальная площадь серии опубликованы производителем; расход, габариты и масса приведены как типовые значения конфигурации серии.|connection=DN100;construction=Разборный пакет пластин;plateThickness=0,5 мм;duty=Промышленный теплообмен|-25:25,180:16
ЧЗТО|SHELL_AND_TUBE|ТНГ-159-1,6-1000|ТНГ|chzto-tng-159-16-1000|STANDARD_MODEL|PUBLISHED|Горизонтальный кожухотрубный теплообменник советского типового ряда с неподвижными трубными решётками.|INDUSTRIAL;COOLING;POWER_GENERATION|CARBON_STEEL|12|2|25|||-30|250||16|620|500|1400|400|https://ohladiteli.nt-rt.ru/images/manuals/teploobmennik.pdf|Каталог кожухотрубных аппаратов ТНГ|2026-07-16|Обозначение, давление и присоединительные размеры соответствуют типовому ряду; площадь, расход и масса приведены для унифицированной конфигурации диаметром 159 мм.|construction=Неподвижные трубные решётки;diameterRange=Диаметр кожуха 159 мм;passes=1 ход;standard=Советский типовой ряд ТН|-30:16,250:10
ЧЗТО|SHELL_AND_TUBE|ТНВ-273-1,6-2000|ТНВ|chzto-tnv-273-16-2000|STANDARD_MODEL|PUBLISHED|Вертикальный кожухотрубный теплообменник советского типового ряда для жидких и газовых сред.|INDUSTRIAL;COOLING;POWER_GENERATION|CARBON_STEEL|32|5|60|||-30|250||16|900|2400|800|900|https://ohladiteli.nt-rt.ru/images/manuals/teploobmennik.pdf|Каталог кожухотрубных аппаратов ТНВ|2026-07-16|Обозначение, давление и габаритная длина соответствуют типовому ряду; площадь, расход и масса приведены для унифицированной конфигурации диаметром 273 мм.|construction=Неподвижные трубные решётки;diameterRange=Диаметр кожуха 273 мм;passes=2 хода;standard=Советский типовой ряд ТН|-30:16,250:10
ЧЗТО|SHELL_AND_TUBE|ХНГ-400-1,6-3000|ХНГ|chzto-hng-400-16-3000|STANDARD_MODEL|PUBLISHED|Горизонтальный холодильник советского типового ряда для охлаждения жидкостей и газов.|INDUSTRIAL;COOLING;POWER_GENERATION|CARBON_STEEL|65|10|120|||-30|200||16|1050|800|3670|1550|https://ohladiteli.nt-rt.ru/images/manuals/teploobmennik.pdf|Каталог кожухотрубных холодильников ХНГ|2026-07-16|Тип, давление, диаметр кожуха и длина соответствуют каталожному ряду; площадь, расход и масса приведены для унифицированной двухходовой конфигурации.|construction=Неподвижные трубные решётки;diameterRange=Диаметр кожуха 400 мм;passes=2 хода;duty=Охлаждение жидкостей и газов|-30:16,200:11
ЧЗТО|SHELL_AND_TUBE|ТПГ-600-1,0-3000|ТПГ|chzto-tpg-600-10-3000|STANDARD_MODEL|PUBLISHED|Горизонтальный теплообменник советского типового ряда с плавающей головкой для нефтехимических процессов.|INDUSTRIAL;COOLING;POWER_GENERATION|CARBON_STEEL|120|20|220|||-30|250||10|1500|1200|4500|3500|https://ohladiteli.nt-rt.ru/images/manuals/teploobmennik.pdf|Каталог теплообменников ТПГ|2026-07-16|Тип, рабочее давление и основные размеры соответствуют типовому ряду; площадь, расход и масса приведены для унифицированной конфигурации диаметром 600 мм.|construction=Плавающая головка;diameterRange=Диаметр кожуха 600 мм;passes=2 хода;standard=Советский типовой ряд ТП|-30:10,250:6
